run_suffix,mlflow_run_name,status,best_val_lev,best_epoch,final_train_loss,final_val_loss,train_time_min,infer_time_sec,model_path,params_path,submission_path,error,mlflow_run_id,config_name,compression_type,ln_epsilon
_Mel_Linear_Run1,Mel_Linear,failed_inference,0.657,10,0.2833077489770949,0.2749385838235418,24.43487576643626,0.0,C:\Users\vasja\OneDrive\Рабочий стол\Morse_dev\MorseAudioDecoder\output_final_model\model_SR8k_Mel_linear_fft128h64m12_f0-4k2_CNN128-128g2_RNN2x256_BiGRU_GELU_Clssingle_LR5e-04_WD1e-04_Mel_Linear_Run1.pth,C:\Users\vasja\OneDrive\Рабочий стол\Morse_dev\MorseAudioDecoder\output_final_model\params_SR8k_Mel_linear_fft128h64m12_f0-4k2_CNN128-128g2_RNN2x256_BiGRU_GELU_Clssingle_LR5e-04_WD1e-04_Mel_Linear_Run1.json,C:\Users\vasja\OneDrive\Рабочий стол\Morse_dev\MorseAudioDecoder\output_final_model\submission_greedy_SR8k_Mel_linear_fft128h64m12_f0-4k2_CNN128-128g2_RNN2x256_BiGRU_GELU_Clssingle_LR5e-04_WD1e-04_Mel_Linear_Run1.csv,Inference Error: Expecting value: line 1 column 1 (char 0),07439231bd704b3db9eebac309acde69,Mel_Linear,linear,
