run_suffix,full_run_suffix,status,best_val_lev,best_epoch,final_train_loss,final_val_loss,train_time_min,infer_time_sec,model_path,params_path,submission_path,error,mlflow_run_id,mode,config_name
_Run1,SincNet_SR8k_Sinc64k257s16_CNN3x128_RNN2x256_BiGRU_GELU_LR5e-04_WD1e-04_OptimAdamW_Sched1Cycle_DF3_Run1,interrupted,2.97,8,1.4684412695169449,1.3658861955006918,0.0,0.0,C:\Users\vasja\OneDrive\Рабочий стол\Morse_dev\MorseAudioDecoder\output_v13_sincnet\model_SincNet_SR8k_Sinc64k257s16_CNN3x128_RNN2x256_BiGRU_GELU_LR5e-04_WD1e-04_OptimAdamW_Sched1Cycle_DF3_Run1.pth,C:\Users\vasja\OneDrive\Рабочий стол\Morse_dev\MorseAudioDecoder\output_v13_sincnet\params_SincNet_SR8k_Sinc64k257s16_CNN3x128_RNN2x256_BiGRU_GELU_LR5e-04_WD1e-04_OptimAdamW_Sched1Cycle_DF3_Run1.json,C:\Users\vasja\OneDrive\Рабочий стол\Morse_dev\MorseAudioDecoder\output_v13_sincnet\submission_greedy_SincNet_SR8k_Sinc64k257s16_CNN3x128_RNN2x256_BiGRU_GELU_LR5e-04_WD1e-04_OptimAdamW_Sched1Cycle_DF3_Run1.csv,,43cc10a5b60d4fba8f2076f6292994d5,Training_SincNet_from_Scratch,SincNet_SincNet_SR8k_Sinc64k257s16_CNN3x128_RNN2x256_BiGRU_GELU_LR5e-04_WD1e-04_OptimAdamW_Sched1Cycle_DF3_Run1
