run_suffix,full_run_suffix,status,best_val_lev,best_epoch,final_train_loss,final_val_loss,train_time_min,infer_time_sec,model_path,params_path,submission_path,error,mlflow_run_id,mode,config_name
_Run1,RawAudio_SR8k_InConv64k257s16_CNN3x128_RNN2x256_BiGRU_GELU_LR1e-04_WD1e-04_OptimAdamW_Sched1Cycle_Run1,interrupted,inf,,inf,inf,0.0,0.0,C:\Users\vasja\OneDrive\Рабочий стол\Morse_dev\MorseAudioDecoder\output_v13_raw_audio\model_RawAudio_SR8k_InConv64k257s16_CNN3x128_RNN2x256_BiGRU_GELU_LR1e-04_WD1e-04_OptimAdamW_Sched1Cycle_Run1.pth,C:\Users\vasja\OneDrive\Рабочий стол\Morse_dev\MorseAudioDecoder\output_v13_raw_audio\params_RawAudio_SR8k_InConv64k257s16_CNN3x128_RNN2x256_BiGRU_GELU_LR1e-04_WD1e-04_OptimAdamW_Sched1Cycle_Run1.json,C:\Users\vasja\OneDrive\Рабочий стол\Morse_dev\MorseAudioDecoder\output_v13_raw_audio\submission_greedy_RawAudio_SR8k_InConv64k257s16_CNN3x128_RNN2x256_BiGRU_GELU_LR1e-04_WD1e-04_OptimAdamW_Sched1Cycle_Run1.csv,,67c5c594d80144329e3c0f4771f60b7f,Training_RawAudio_from_Scratch,RawAudio_RawAudio_SR8k_InConv64k257s16_CNN3x128_RNN2x256_BiGRU_GELU_LR1e-04_WD1e-04_OptimAdamW_Sched1Cycle_Run1
