run_suffix,status,best_val_lev,best_epoch,final_train_loss,final_val_loss,train_time_min,infer_time_sec,model_path,params_path,submission_path,error,mlflow_run_id,config_name,n_mels,n_fft,hop_length,feature_type,num_feature_groups
_MelSpec_GroupedConv_g2_Final,completed,0.7243333333333334,10,0.3208496262016706,0.2994579688409964,24.345878442128498,53.0124568939209,C:\Users\vasja\OneDrive\Рабочий стол\Morse_mel\MorseAudioDecoder\output_melspec_experiments\model_SR8k_Mel12x2_fft128h64_f0-4k2_CNN128g2_RNN2x256_BiGRU_GELU_Clssingle_LR5e-04_WD1e-04_MelSpec_GroupedConv_g2_Final.pth,C:\Users\vasja\OneDrive\Рабочий стол\Morse_mel\MorseAudioDecoder\output_melspec_experiments\params_SR8k_Mel12x2_fft128h64_f0-4k2_CNN128g2_RNN2x256_BiGRU_GELU_Clssingle_LR5e-04_WD1e-04_MelSpec_GroupedConv_g2_Final.json,C:\Users\vasja\OneDrive\Рабочий стол\Morse_mel\MorseAudioDecoder\output_melspec_experiments\submission_greedy_SR8k_Mel12x2_fft128h64_f0-4k2_CNN128g2_RNN2x256_BiGRU_GELU_Clssingle_LR5e-04_WD1e-04_MelSpec_GroupedConv_g2_Final.csv,,ddd605d2a17e457eabada6ea50668c83,MelSpec_GroupedConv_g2_Final,12,128,64,melspec_delta_grouped2,2
