run_suffix,full_run_suffix,status,best_val_lev,best_epoch,final_train_loss,final_val_loss,train_time_min,infer_time_sec,model_path,params_path,submission_path,error,mlflow_run_id,mode,config_name
_Run1,RawAudioRMS_SQ_SR8k_InConv2ch64k257s16_CNN3x128_RNN2x256_BiGRU_GELU_LR5e-04_WD1e-04_OptimAdamW_Sched1Cycle_DF10_Run1,interrupted,inf,,inf,inf,0.0,0.0,C:\Users\vasja\OneDrive\Рабочий стол\Morse_dev\MorseAudioDecoder\output_v13_raw_rms_sq\model_RawAudioRMS_SQ_SR8k_InConv2ch64k257s16_CNN3x128_RNN2x256_BiGRU_GELU_LR5e-04_WD1e-04_OptimAdamW_Sched1Cycle_DF10_Run1.pth,C:\Users\vasja\OneDrive\Рабочий стол\Morse_dev\MorseAudioDecoder\output_v13_raw_rms_sq\params_RawAudioRMS_SQ_SR8k_InConv2ch64k257s16_CNN3x128_RNN2x256_BiGRU_GELU_LR5e-04_WD1e-04_OptimAdamW_Sched1Cycle_DF10_Run1.json,C:\Users\vasja\OneDrive\Рабочий стол\Morse_dev\MorseAudioDecoder\output_v13_raw_rms_sq\submission_greedy_RawAudioRMS_SQ_SR8k_InConv2ch64k257s16_CNN3x128_RNN2x256_BiGRU_GELU_LR5e-04_WD1e-04_OptimAdamW_Sched1Cycle_DF10_Run1.csv,,b327a5e3284048bebf86c7f336df0e17,Training_RawAudio_RMS_SQ_from_Scratch,RawAudioRMS_SQ_RawAudioRMS_SQ_SR8k_InConv2ch64k257s16_CNN3x128_RNN2x256_BiGRU_GELU_LR5e-04_WD1e-04_OptimAdamW_Sched1Cycle_DF10_Run1
